slug,name,destination_slug,destination_ok,additional_destinations,additional_dest_ok,gauge_status,gauge_site_ids,gauge_count,gauge_notes,silent_live_empty,flow_chart_empty_copy,hero_dek_quiet_claims,hatch_status,hatch_months,hatch_entries,hatch_insects,hatch_windows_implausible,hatch_patterns_unmatched,access_status,access_count,access_named,species_status,species_count,species_resolved,species_unresolved,description_chars,description_status,regs_status,verified_at,thumbnail_null,flow_type,difficulty,wading_type,difficulty_vs_water,species_vs_hatch,broken_links,broken_link_count,flies_for_href,plan_href,dest_href,hatch_page_links_emitted
florida-keys-flats,Florida Keys Flats,florida-keys,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,real,3,3,real,6,bonefish|permit|tarpon|barracuda|snook|redfish,,1758,real,generic_check_agency,column_missing,no,saltwater flat,advanced,both,ok,ok,,0,/flies/for/florida-keys-flats,/plan/florida-keys-flats,/destinations/florida-keys,no
frying-pan-river,Frying Pan River,colorado,yes,,yes,mapped,09080400,1,,no,n/a,,thin,3,6,Blue-winged Olive|Midges|Green Drake|Pale Morning Dun|October Caddis,,"Parachute BWO, RS2, Sparkle Dun|Griffith's Gnat, Zebra Midge|Green Drake Paradrake, Extended Body Drake|PMD Sparkle Dun, PMD Cripple|Parachute BWO, RS2|Orange Stimulator, October Caddis",real,3,3,real,2,rainbow-trout|brown-trout,,1578,real,generic_check_agency,column_missing,no,tailwater,advanced,wade,ok,ok,,0,/flies/for/frying-pan-river,/plan/frying-pan-river,/destinations/colorado,no
gallatin-river,Gallatin River,montana,yes,,yes,mapped,06043120|06043500,2,,no,n/a,,stub,0,0,,,,real,3,3,real,3,rainbow-trout|brown-trout|cutthroat-trout,,1443,real,generic_check_agency,column_missing,no,freestone,intermediate,wade,ok,trout_river_hatch_stub,,0,/flies/for/gallatin-river,/plan/gallatin-river,/destinations/montana,no
river-gibbon,Gibbon River,wyoming,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,4,10,Pale Morning Dun|Caddis|Hopper|Ant|Trico|Beetle|Blue-Winged Olive,,PMD Sparkle Dun|PMD Cripple|Joe Hopper|Parachute Ant|Parachute BWO,real,4,4,real,3,brown-trout|brook-trout,Yellowstone Cutthroat Trout,3419,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/river-gibbon,/plan/river-gibbon,/destinations/wyoming,no
grande-ronde-river,Grande Ronde River,oregon,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,6,10,Smallmouth Bass — Poppers|Caddis|Smallmouth Bass — Streamers|Terrestrials|Steelhead — Wets|Steelhead — Spey|Blue-winged Olive,,Gurgler / Popper|Clouser Minnow|Elk Hair Hopper|Purple Peril|Intruder|Parachute BWO|Marabou Spey,real,4,4,real,3,smallmouth-bass|rainbow-trout,Summer Steelhead,2741,real,specific,column_missing,no,freestone,intermediate,both,ok,ok,,0,/flies/for/grande-ronde-river,/plan/grande-ronde-river,/destinations/oregon,no
green-river,Green River,wyoming,yes,utah,yes,mapped,09234500|09234500|09234500,3,,no,n/a,,real,12,28,Midges|Blue-winged Olive|Pale Morning Dun (PMD)|Caddis|Stonefly (Upper WY)|Trico (Flaming Gorge)|Hoppers (Upper WY)|Ants and Beetles (Upper WY)|October Caddis (Flaming Gorge),,"Zebra Midge, Mercury Midge, Griffith's Gnat|Zebra Midge, Disco Midge|Parachute BWO, RS2, Sparkle Dun|Zebra Midge, Mercury Midge|Parachute BWO, RS2, WD-40|PMD Sparkle Dun, PMD Cripple, Pheasant Tail|Elk Hair Caddis, X-Caddis|Parachute BWO, RS2|PMD Sparkle Dun, PMD Cripple|Elk Hair Caddis, Peacock Caddis|Stimulator, Yellow Sally|PMD Sparkle Dun|Trico Spinner, CDC Trico|Chubby Chernobyl, Morrish Hopper, Dave's Hopper|Chubby Chernobyl, Parachute Hopper|Fur Ant, Foam Beetle|Chubby Chernobyl, Morrish Hopper|Stimulator, October Caddis Dry",real,8,8,real,3,brown-trout|rainbow-trout,Snake River Cutthroat Trout,3903,real,specific,column_missing,no,tailwater,intermediate,both,ok,ok,,0,/flies/for/green-river,/plan/green-river,/destinations/wyoming,no
guadalupe-river-texas,Guadalupe River (Texas),texas,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,6,13,Midge|Blue-winged Olive|Caddis,,Parachute BWO|Mercury Midge|WD-40|Sparkle Dun BWO|Brassie|CDC Midge,real,5,5,real,4,rainbow-trout|brown-trout|smallmouth-bass,Guadalupe Bass,2620,real,specific,column_missing,no,tailwater,beginner,wade,ok,ok,,0,/flies/for/guadalupe-river-texas,/plan/guadalupe-river-texas,/destinations/texas,no
gunnison-river,Gunnison River (Black Canyon),colorado,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,5,10,Salmonfly|Golden Stonefly|PMD|Caddis|Blue-winged Olive|October Caddis|Midge,,Sofa Pillow|Yellow Stimulator|PMD Parachute|Parachute BWO|Orange Stimulator,real,4,4,real,3,rainbow-trout|brown-trout|brook-trout,,2606,real,specific,column_missing,no,freestone,expert,wade,type_drift:expert,ok,,0,/flies/for/gunnison-river,/plan/gunnison-river,/destinations/colorado,no
hams-fork,Ham's Fork,utah,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,thin,1,1,real,2,brown-trout|rainbow-trout,,790,real,specific,column_missing,no,freestone,beginner,wade,ok,trout_river_hatch_stub,,0,/flies/for/hams-fork,/plan/hams-fork,/destinations/utah,no
hat-creek-california,Hat Creek,california,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,8,18,Blue-winged Olive|Midge|Salmonfly|PMD (Pale Morning Dun)|Little Yellow Stone|Caddis|PMD|Trico|October Caddis,,Parachute BWO|CDC Dun BWO|Sofa Pillow|PMD Sparkle Dun|Yellow Stimulator|PMD Cripple|Yellow Sally|Trico Poly Wing Spinner|PMD Dun|Sparkle Dun BWO|October Caddis Dry,real,4,4,real,2,rainbow-trout|brown-trout,,2421,real,specific,column_missing,no,spring creek,advanced,wade,ok,ok,,0,/flies/for/hat-creek-california,/plan/hat-creek-california,/destinations/california,no
henrys-fork,Henry's Fork of the Snake River,idaho,yes,,yes,mapped,13042500|13046000,2,,no,n/a,,real,3,7,Green Drake|Pale Morning Dun|Flavs (Drunella flavilinea)|Callibaetis|Caddis|Mahogany Dun|Blue-winged Olive,,"Green Drake Paradrake, Extended Body Drake, Flav|PMD Sparkle Dun, PMD Cripple, Rusty Spinner|Flav Sparkle Dun, Flav Emerger|Callibaetis Spinner, Parachute Callibaetis|Elk Hair Caddis, X-Caddis|Mahogany Sparkle Dun, Pheasant Tail|Parachute BWO, RS2, Sparkle Dun",real,3,3,real,3,rainbow-trout|brown-trout|brook-trout,,1668,real,generic_check_agency,column_missing,no,spring creek,advanced,both,ok,ok,,0,/flies/for/henrys-fork,/plan/henrys-fork,/destinations/idaho,no
hiwassee-river,Hiwassee River,tennessee,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,12,27,Midge|Blue-winged Olive|Quill Gordon|Caddis|March Brown|Light Cahill|Yellow Sally|Terrestrial|Trico,,Mercury Midge|Parachute BWO|Quill Gordon Dry|March Brown Parachute|Light Cahill Parachute|Yellow Stimulator|Black Ant|Dave Hopper|Soft Hackle Caddis,real,4,4,real,2,rainbow-trout|brown-trout,,3132,real,specific,column_missing,no,tailwater,beginner,wade,ok,ok,,0,/flies/for/hiwassee-river,/plan/hiwassee-river,/destinations/tennessee,no
james-river-va,James River,virginia,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,12,Caddis|Hellgrammite|Crayfish|Poppers|Streamers|Topwater,,Clouser Hellgrammite|EP Crayfish|Deer Hair Popper|Foam Popper|Clouser Crayfish|Clouser Minnow|Sneaky Pete Popper,real,4,4,real,2,smallmouth-bass|musky,,2454,real,specific,column_missing,no,freestone,intermediate,both,ok,ok,,0,/flies/for/james-river-va,/plan/james-river-va,/destinations/virginia,no
jardines-de-la-reina,Jardines de la Reina,cuba,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,real,2,2,real,5,bonefish|permit|tarpon|barracuda,Jacks,1970,real,specific,column_missing,yes,saltwater flat,intermediate,both,ok,ok,,0,/flies/for/jardines-de-la-reina,/plan/jardines-de-la-reina,/destinations/cuba,no
john-day-river,John Day River,oregon,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,15,Skwala Stonefly|Blue-winged Olive|Caddis|Golden Stonefly|Smallmouth — Poppers|Pale Morning Dun|Hopper|Terrestrials|Smallmouth — Streamers|Trico|Steelhead — Wets|Steelhead — Spey,,Skwala Dry|Parachute BWO|Gurgler|PMD Sparkle Dun|Clouser Minnow|Amy's Ant|Purple Peril|Intruder|CDC BWO,real,4,4,real,4,smallmouth-bass,Summer Steelhead|Redband Rainbow|Spring Chinook Salmon,2719,real,specific,column_missing,no,freestone,intermediate,both,ok,ok,,0,/flies/for/john-day-river,/plan/john-day-river,/destinations/oregon,no
kenai-river,Kenai River,alaska,yes,,yes,mapped,15258000|15266110|15266300,3,,no,n/a,,stub,0,0,,,,real,3,3,real,5,rainbow-trout|sockeye-salmon,King Salmon|Silver Salmon|Dolly Varden,1539,real,generic_check_agency,column_missing,no,freestone,intermediate,both,ok,trout_river_hatch_stub,,0,/flies/for/kenai-river,/plan/kenai-river,/destinations/alaska,no
kickapoo-river,Kickapoo River,wisconsin,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,5,13,Blue-winged Olive|Hendrickson|Grannom Caddis|Sulphur|Light Cahill|Caddis|Trico|Terrestrials|Ants|October Caddis,,Parachute BWO|Parachute Hendrickson|Parachute Sulphur|Light Cahill Parachute|Foam Hopper|Parachute Ant|Trico Poly Wing Spinner|Elk Hair Orange Caddis,real,5,5,real,2,brown-trout|brook-trout,,2572,real,specific,column_missing,no,spring creek,intermediate,wade,ok,ok,,0,/flies/for/kickapoo-river,/plan/kickapoo-river,/destinations/wisconsin,no
klickitat-river,Klickitat River,washington,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,thin,5,6,Egg Pattern / Streamer|Stonefly|Intruder / Leech|Dry Line Skater|Intruder / Marabou Streamer|Egg Pattern,,Spring Chinook Streamer|Purple Peril|Bombers|Black and Blue Intruder|Yarn Egg,real,4,4,real,3,coho-salmon,Summer Steelhead|Spring Chinook,2480,real,specific,column_missing,no,freestone,advanced,wade,ok,ok,,0,/flies/for/klickitat-river,/plan/klickitat-river,/destinations/washington,no
lamar-river-yellowstone,Lamar River,wyoming,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,5,13,Blue-winged Olive|Little Yellow Stonefly|Pale Morning Dun|Caddis|Golden Stonefly|Grasshopper|Mahogany Dun|Midge,,Parachute BWO|Yellow Sally|PMD Comparadun|PMD Sparkle Dun|CDC BWO|Mahogany Comparadun,real,5,5,real,3,rainbow-trout|brown-trout,Yellowstone Cutthroat Trout,2974,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/lamar-river-yellowstone,/plan/lamar-river-yellowstone,/destinations/wyoming,no
lees-ferry-arizona,Lee''s Ferry,arizona,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,12,26,Midges|Blue-winged Olive|Caddis|Trico,,"Zebra Midge, Mercury Midge|RS2, Parachute BWO|Zebra Midge, WD-40|Parachute BWO|Zebra Midge, Griffiths Gnat|CDC Emerger, RS2|Parachute BWO, CDC Emerger|WD-40|WD-40, Mercury Midge|CDC Emerger, Parachute BWO|WD-40, Zebra Midge|Mercury Midge, WD-40",real,4,4,real,2,rainbow-trout|brown-trout,,2162,real,specific,column_missing,no,tailwater,intermediate,both,ok,ok,,0,/flies/for/lees-ferry-arizona,/plan/lees-ferry-arizona,/destinations/arizona,no
letort-spring-run,Letort Spring Run,pennsylvania,yes,,yes,empty_json,,0,usgs_gauge_id_is_empty_array,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,thin,3,6,"Sulphur (Ephemerella dorothea)|Midges|Terrestrials (Ants, Beetles, Hoppers)|Trico|Terrestrials (Ants, Beetles)|Blue-winged Olive",,"Sulphur Dun, Sulphur Emerger, Comparadun|Griffith's Gnat, CDC Midge|Fur Ant, Foam Beetle, Letort Hopper, Letort Cricket|Trico Spinner, CDC Trico|Flying Ant, Foam Beetle, Crowe Beetle|Parachute BWO, CDC BWO",real,2,2,real,2,brown-trout|brook-trout,,1636,real,generic_check_agency,column_missing,no,spring creek,advanced,wade,ok,ok,,0,/flies/for/letort-spring-run,/plan/letort-spring-run,/destinations/pennsylvania,no
little-cottonwood-creek,Little Cottonwood Creek,utah,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,real,2,2,real,2,brown-trout|rainbow-trout,,858,real,specific,column_missing,no,freestone,advanced,wade,ok,trout_river_hatch_stub,,0,/flies/for/little-cottonwood-creek,/plan/little-cottonwood-creek,/destinations/utah,no
little-red-river,Little Red River,arkansas,yes,,yes,mapped,07076517,1,,no,n/a,,stub,0,0,,,,real,3,3,real,2,rainbow-trout|brown-trout,,1550,real,generic_check_agency,column_missing,no,tailwater,intermediate,both,ok,trout_river_hatch_stub,,0,/flies/for/little-red-river,/plan/little-red-river,/destinations/arkansas,no
lochsa-river-idaho,Lochsa River,idaho,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,4,12,Golden Stonefly|Pale Morning Dun|Blue-winged Olive|Caddis|Yellow Sally|Grasshopper|Mahogany Dun,,PMD Comparadun|Parachute BWO|Yellow Stimulator|PMD Sparkle Dun|Yellow Sally|CDC BWO|Mahogany Comparadun,real,5,5,real,3,bull-trout|mountain-whitefish,Westslope Cutthroat Trout,2477,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/lochsa-river-idaho,/plan/lochsa-river-idaho,/destinations/idaho,no
logan-river,Logan River,utah,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,real,3,3,real,3,brown-trout|rainbow-trout,Bonneville Cutthroat Trout,1023,real,specific,column_missing,no,freestone,beginner,wade,ok,trout_river_hatch_stub,,0,/flies/for/logan-river,/plan/logan-river,/destinations/utah,no
madison-river,Madison River,montana,yes,,yes,mapped,06038500|06040000|06041000,3,,no,n/a,,real,9,30,Blue-winged Olive (Baetis)|Midges|March Brown|Mother's Day Caddis|Salmonfly|Blue-winged Olive|Golden Stonefly|Pale Morning Dun (PMD)|Caddis|Yellow Sally Stonefly|Trico|Hoppers|Ants and Beetles|Hoppers (fading)|October Caddis|Mahogany Dun,,"Parachute BWO, RS2, Sparkle Dun|Zebra Midge, Griffith's Gnat, Mercury Midge|Parachute BWO, Pheasant Tail, Sparkle Dun|Zebra Midge, Griffith's Gnat|March Brown Nymph, March Brown Emerger|Elk Hair Caddis, X-Caddis, Goddard Caddis|Chubby Chernobyl, Pat's Rubber Legs, Norm Wood Special|Parachute BWO, RS2|Yellow Stimulator, Golden Stone Nymph, Yellow Sally|PMD Sparkle Dun, PMD Cripple, Pheasant Tail|Elk Hair Caddis, Peacock Caddis, CDC Caddis|Yellow Sally, Yellow Stimulator|Trico Spinner, Trico Dun, Parachute Trico|Elk Hair Caddis, X-Caddis|Chubby Chernobyl, Morrish Hopper, Dave's Hopper|Chubby Chernobyl, Morrish Hopper, Dave's Hopper, Parachute Hopper|Trico Spinner, CDC Trico|Elk Hair Caddis, Goddard Caddis|Fur Ant, Flying Ant, Foam Beetle, Crowe Beetle|Chubby Chernobyl, Morrish Hopper|Orange Stimulator, October Caddis, Goddard Caddis|Mahogany Dun, Mahogany Sparkle Dun, Pheasant Tail|Orange Stimulator, October Caddis Pupa|Parachute BWO, RS2, WD-40|Zebra Midge, Mercury Midge, Griffith's Gnat",real,7,7,real,3,rainbow-trout|brown-trout|mountain-whitefish,,2375,real,generic_check_agency,column_missing,no,freestone,intermediate,both,ok,ok,,0,/flies/for/madison-river,/plan/madison-river,/destinations/montana,no
manistee-river,Manistee River,michigan,yes,,yes,mapped,04123500|04124200|04125550,3,,no,n/a,,stub,0,0,,,,real,3,3,real,4,brown-trout|steelhead|chinook-salmon|brook-trout,,1447,real,generic_check_agency,column_missing,no,freestone,beginner,both,ok,trout_river_hatch_stub,,0,/flies/for/manistee-river,/plan/manistee-river,/destinations/michigan,no
mccloud-river,McCloud River,california,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,8,17,Blue-winged Olive|Caddis|PMD (Pale Morning Dun)|Golden Stonefly|PMD|Yellow Sally|Terrestrials|October Caddis,,Parachute BWO|Sparkle Dun BWO|PMD Sparkle Dun|PMD Cripple|Yellow Stimulator|Dave Hopper|October Caddis Dry|October Caddis Soft Hackle,real,4,4,real,2,rainbow-trout|brown-trout,,2578,real,specific,column_missing,no,freestone,advanced,wade,ok,ok,,0,/flies/for/mccloud-river,/plan/mccloud-river,/destinations/california,no
mckenzie-river,McKenzie River,oregon,yes,,yes,mapped,14158850|14162500|14163150,3,,no,n/a,,thin,3,6,March Brown|Caddis|Green Drake|Golden Stonefly|Hoppers,,"March Brown Dry, March Brown Emerger|Elk Hair Caddis, X-Caddis|Green Drake Paradrake, Extended Body Drake|Yellow Stimulator, Golden Stone Dry|Elk Hair Caddis, CDC Caddis|Chubby Chernobyl, Dave's Hopper",real,3,3,real,3,rainbow-trout|bull-trout,Spring Chinook Salmon,1354,real,generic_check_agency,column_missing,no,freestone,beginner,both,ok,ok,,0,/flies/for/mckenzie-river,/plan/mckenzie-river,/destinations/oregon,no
methow-river,Methow River,washington,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,6,11,Blue-Winged Olive|Caddis|PMD|Yellow Sally|Grasshopper|Ant|October Caddis,,Parachute BWO|PMD Sparkle Dun|Yellow Sally|Daves Hopper|October Caddis|BWO Emerger,real,4,4,real,3,rainbow-trout|cutthroat-trout,Summer Steelhead,2402,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/methow-river,/plan/methow-river,/destinations/washington,no
metolius-river,Metolius River,oregon,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,15,Blue-winged Olive|Midge|PMD|Caddis|Green Drake|Golden Stonefly|Pale Evening Dun|Trico|Mahogany Dun,,Parachute BWO|PMD Sparkle Dun|Comparadun Green Drake|Parachute PMD|PMD Cripple|PED Sparkle Dun|Comparadun Mahogany|CDC BWO,real,4,4,real,4,rainbow-trout|bull-trout|brown-trout|brook-trout,,2657,real,specific,column_missing,no,spring creek,expert,wade,type_drift:expert,ok,,0,/flies/for/metolius-river,/plan/metolius-river,/destinations/oregon,no
missouri-river,Missouri River,montana,yes,,yes,mapped,06065500|06066500|06074000,3,,no,n/a,,stub,0,0,,,,real,3,3,real,2,rainbow-trout|brown-trout,,1695,real,generic_check_agency,column_missing,no,tailwater,advanced,both,ok,trout_river_hatch_stub,,0,/flies/for/missouri-river,/plan/missouri-river,/destinations/montana,no
muskegon-river,Muskegon River,michigan,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,12,Hendrickson|Blue-winged Olive|Black Caddis|Sulphur|Hexagenia|Brown Drake|Trico|Terrestrials,,Parachute Hendrickson|Parachute BWO|Parachute Sulphur|Hex Paradrake|Brown Drake Spinner|Foam Hopper|Trico Poly Wing|Sparkle Dun BWO,real,5,5,real,5,brown-trout|rainbow-trout|steelhead|chinook-salmon|coho-salmon,,2600,real,specific,column_missing,no,tailwater,intermediate,both,ok,ok,,0,/flies/for/muskegon-river,/plan/muskegon-river,/destinations/michigan,no
nantahala-river,Nantahala River,north-carolina,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,8,14,Blue-winged Olive|Black Caddis|Sulphur|Caddis|Light Cahill|Yellow Sally|Terrestrials|Mahogany Dun,,Parachute BWO|Sparkle Dun BWO|Black Elk Hair Caddis|Sulphur Comparadun|Light Cahill Parachute|Yellow Sally|Foam Hopper|CDC Caddis|Mahogany Comparadun|Griffiths Gnat,real,4,4,real,2,rainbow-trout|brown-trout,,2244,real,specific,column_missing,no,tailwater,intermediate,wade,ok,ok,,0,/flies/for/nantahala-river,/plan/nantahala-river,/destinations/north-carolina,no
neversink-river,Neversink River,new-york,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,15,Hendrickson|Quill Gordon|Blue-winged Olive|Sulphur|March Brown|Tan Caddis|Light Cahill|Green Drake|Trico|Isonychia,,Catskill Hendrickson|Quill Gordon Catskill|Parachute BWO|Sulphur Sparkle Dun|Catskill Light Cahill|Comparadun Green Drake|Isonychia Comparadun|Slate Drake,real,4,4,real,2,brown-trout|brook-trout,,2617,real,specific,column_missing,no,freestone,advanced,wade,ok,ok,,0,/flies/for/neversink-river,/plan/neversink-river,/destinations/new-york,no
new-river-va,New River,virginia,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,12,Caddis|Hellgrammite|Topwater|Crayfish|Streamers,,Black Woolly Bugger|Deer Hair Popper|EP Crayfish|Foam Popper|Clouser Minnow|Sneaky Pete Popper|Clouser Crayfish|Gurgler,real,4,4,real,3,smallmouth-bass|musky,Walleye,2334,real,specific,column_missing,no,freestone,intermediate,both,ok,ok,,0,/flies/for/new-river-va,/plan/new-river-va,/destinations/virginia,no
norfork-river,Norfork River,arkansas,yes,,yes,mapped,07057370,1,stored_gauge_name_is_white_river_not_norfork,no,n/a,,thin,2,4,Midges|Sowbugs/Scuds|Blue-winged Olive,,"Zebra Midge, Mercury Midge, Griffith's Gnat|Pink Scud, Ray Charles, Sowbug|Parachute BWO, RS2|Zebra Midge, Griffith's Gnat",real,2,2,real,2,brown-trout|rainbow-trout,,1493,real,generic_check_agency,column_missing,no,tailwater,intermediate,both,ok,ok,,0,/flies/for/norfork-river,/plan/norfork-river,/destinations/arkansas,no
north-branch-potomac-river,North Branch Potomac River,maryland,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,real,4,4,real,2,rainbow-trout|brown-trout,,1481,real,specific,column_missing,no,tailwater,intermediate,wade,ok,trout_river_hatch_stub,,0,/flies/for/north-branch-potomac-river,/plan/north-branch-potomac-river,/destinations/maryland,no
north-male-atoll,North Malé Atoll,maldives,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,real,2,2,real,4,bonefish,Giant Trevally|Bluefin Trevally|Triggerfish,2011,real,specific,column_missing,yes,saltwater flat,advanced,both,ok,ok,,0,/flies/for/north-male-atoll,/plan/north-male-atoll,/destinations/maldives,no
north-platte-wyoming,North Platte River (Wyoming),wyoming,yes,,yes,mapped,06652000,1,,no,n/a,,thin,3,6,Midges|Blue-winged Olive|Pale Morning Dun|Caddis,,"Zebra Midge, Mercury Midge, Griffith's Gnat|Parachute BWO, RS2|PMD Sparkle Dun, PMD Cripple|Elk Hair Caddis, Peacock Caddis|Parachute BWO, RS2, Sparkle Dun|Zebra Midge, Griffith's Gnat",real,3,3,real,3,rainbow-trout|brown-trout,Walleye,1529,real,generic_check_agency,column_missing,no,tailwater,advanced,both,ok,ok,,0,/flies/for/north-platte-wyoming,/plan/north-platte-wyoming,/destinations/wyoming,no
north-umpqua-river,North Umpqua River,oregon,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,12,March Brown|Little Black Caddis|Skwala Stonefly|Caddis|Golden Stonefly|PMD|Green Drake|Blue-winged Olive,,March Brown Comparadun|Black Elk Hair Caddis|Skwala Dry|PMD Sparkle Dun|Parachute PMD|Comparadun Green Drake|Parachute BWO|Zelon Midge,real,4,4,real,5,rainbow-trout|brown-trout|coho-salmon,Summer Steelhead|Winter Steelhead,2688,real,specific,column_missing,no,freestone,advanced,wade,ok,ok,,0,/flies/for/north-umpqua-river,/plan/north-umpqua-river,/destinations/oregon,no
pecos-river-new-mexico,Pecos River,new-mexico,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,17,Blue-winged Olive|Midges|Caddis|Golden Stonefly|PMD|Hoppers|Ants|Trico|Beetles,,"Parachute BWO|Stimulator, Kaufmann Stone|PMD Sparkle Dun|Dave s Hopper, Letort Hopper|WD-40",real,4,4,real,3,brown-trout|rainbow-trout,Rio Grande Cutthroat,2175,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/pecos-river-new-mexico,/plan/pecos-river-new-mexico,/destinations/new-mexico,no
penns-creek,Penns Creek,pennsylvania,yes,,yes,mapped,01555000,1,,no,n/a,,thin,3,5,Green Drake|Sulphur|Trico|Terrestrials|Blue-winged Olive,,"Green Drake Paradrake, Coffin Fly Spinner|Sulphur Dun, Sulphur Emerger|Trico Spinner, CDC Trico|Foam Beetle, Flying Ant, Dave's Hopper|Parachute BWO, RS2, Sparkle Dun",real,3,3,real,3,brown-trout|rainbow-trout|brook-trout,,1499,real,generic_check_agency,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/penns-creek,/plan/penns-creek,/destinations/pennsylvania,no
pere-marquette-river,Pere Marquette River,michigan,yes,,yes,mapped,04122500,1,,no,n/a,,thin,2,4,Hendrickson|Caddis|Hex (Hexagenia limbata)|Sulphur,,"Hendrickson Dry, Light Hendrickson|Elk Hair Caddis, Hemingway Caddis|Hex Dry, Roberts Yellow Drake|Sulphur Dun, Comparadun",real,3,3,real,4,brown-trout|steelhead|chinook-salmon|brook-trout,,1426,real,generic_check_agency,column_missing,no,freestone,intermediate,both,ok,ok,,0,/flies/for/pere-marquette-river,/plan/pere-marquette-river,/destinations/michigan,no
ponoi-river,Ponoi River,kola-peninsula,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,real,2,2,real,4,atlantic-salmon|arctic-char,Sea Trout|Grayling,2186,real,specific,column_missing,yes,freestone,intermediate,both,ok,trout_river_hatch_stub,,0,/flies/for/ponoi-river,/plan/ponoi-river,/destinations/kola-peninsula,no
